candidate	Label	SGMCI_score	valid_HiC_candidate	n_supported_edges	supported_edge_fraction	complete_clique_score	anchor_1	anchor_2	anchor_3	edge_1_2_weight	edge_1_2_threshold	edge_1_2_supported	edge_1_3_weight	edge_1_3_threshold	edge_1_3_supported	edge_2_3_weight	edge_2_3_threshold	edge_2_3_supported	interaction_type
(121, 124, 149)	1	0.9949457	False	1	0.3333333333333333	0	chr1:121000000-122000000	chr1:124000000-125000000	chr1:149000000-150000000		0.007356441579759121	False	0.01317552663385868	0.007356441579759121	True		0.007356441579759121	False	cis
(2442, 2443, 2453)	0	0.9949411	False	1	0.3333333333333333	0	chr16:33000000-34000000	chr16:34000000-35000000	chr16:44000000-45000000	0.02012677863240242	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2689, 2750, 2752)	1	0.9949399	False	0	0.0	0	chr19:24000000-25000000	chr20:26000000-27000000	chr20:28000000-29000000		0.0012353004098129756	False		0.0012353004098129756	False		0.007356441579759121	False	trans
(887, 924, 928)	0	0.99493486	False	0	0.0	0	chr5:5000000-6000000	chr5:42000000-43000000	chr5:46000000-47000000	0.004478510934859514	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(341, 364, 366)	1	0.9949301	False	1	0.3333333333333333	0	chr2:92000000-93000000	chr2:115000000-116000000	chr2:117000000-118000000		0.007356441579759121	False		0.007356441579759121	False	0.06776160001754761	0.007356441579759121	True	cis
(2750, 2751, 2752)	1	0.9949249	False	0	0.0	0	chr20:26000000-27000000	chr20:27000000-28000000	chr20:28000000-29000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(742, 743, 745)	1	0.99492186	False	1	0.3333333333333333	0	chr4:51000000-52000000	chr4:52000000-53000000	chr4:54000000-55000000		0.007356441579759121	False		0.007356441579759121	False	0.06447206437587738	0.007356441579759121	True	cis
(125, 339, 2443)	1	0.99492115	False	1	0.3333333333333333	0	chr1:125000000-126000000	chr2:90000000-91000000	chr16:34000000-35000000		0.0012353004098129756	False	0.022625219076871872	0.0012353004098129756	True		0.0012353004098129756	False	trans
(2734, 2750, 2779)	0	0.99491477	False	0	0.0	0	chr20:10000000-11000000	chr20:26000000-27000000	chr20:55000000-56000000		0.007356441579759121	False	0.0037412941455841064	0.007356441579759121	False		0.007356441579759121	False	cis
(124, 929, 933)	1	0.9949003	False	0	0.0	0	chr1:124000000-125000000	chr5:47000000-48000000	chr5:51000000-52000000		0.0012353004098129756	False		0.0012353004098129756	False		0.007356441579759121	False	trans
(2326, 2327, 2799)	1	0.9948996	False	1	0.3333333333333333	0	chr15:19000000-20000000	chr15:20000000-21000000	chr21:10000000-11000000		0.007356441579759121	False		0.0012353004098129756	False	0.001628589117899537	0.0012353004098129756	True	trans
(122, 125, 2446)	1	0.99489945	False	1	0.3333333333333333	0	chr1:122000000-123000000	chr1:125000000-126000000	chr16:37000000-38000000	0.02000661939382553	0.007356441579759121	True		0.0012353004098129756	False		0.0012353004098129756	False	trans
(1865, 1868, 1871)	1	0.99489367	False	0	0.0	0	chr11:51000000-52000000	chr11:54000000-55000000	chr11:57000000-58000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2524, 2526, 2852)	1	0.9948767	False	1	0.3333333333333333	0	chr17:24000000-25000000	chr17:26000000-27000000	chr22:16000000-17000000		0.007356441579759121	False		0.0012353004098129756	False	0.004501700401306152	0.0012353004098129756	True	trans
(1690, 1701, 1721)	0	0.9948749	False	0	0.0	0	chr10:10000000-11000000	chr10:21000000-22000000	chr10:41000000-42000000	0.005526924040168524	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(122, 124, 2446)	1	0.9948744	False	0	0.0	0	chr1:122000000-123000000	chr1:124000000-125000000	chr16:37000000-38000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(1987, 1988, 1990)	1	0.9948572	False	1	0.3333333333333333	0	chr12:37000000-38000000	chr12:38000000-39000000	chr12:40000000-41000000		0.007356441579759121	False		0.007356441579759121	False	0.03301678225398064	0.007356441579759121	True	cis
(2733, 2734, 2750)	1	0.994856	False	1	0.3333333333333333	0	chr20:9000000-10000000	chr20:10000000-11000000	chr20:26000000-27000000	0.11502968519926071	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1865, 1866, 1871)	1	0.99485177	False	0	0.0	0	chr11:51000000-52000000	chr11:52000000-53000000	chr11:57000000-58000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2521, 2523, 2572)	0	0.9948485	False	0	0.0	0	chr17:21000000-22000000	chr17:23000000-24000000	chr17:72000000-73000000		0.007356441579759121	False	0.0023558014072477818	0.007356441579759121	False		0.007356441579759121	False	cis
(1393, 1394, 2065)	1	0.99484295	False	0	0.0	0	chr7:158000000-159000000	chr7:159000000-160000000	chr12:115000000-116000000		0.007356441579759121	False	0.0004957860801368952	0.0012353004098129756	False		0.0012353004098129756	False	trans
(250, 252, 339)	1	0.9948331	False	1	0.3333333333333333	0	chr2:1000000-2000000	chr2:3000000-4000000	chr2:90000000-91000000	0.040365658700466156	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(719, 740, 741)	1	0.99483055	False	0	0.0	0	chr4:28000000-29000000	chr4:49000000-50000000	chr4:50000000-51000000	0.0019356621196493506	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1717, 1720, 1733)	0	0.9948214	False	0	0.0	0	chr10:37000000-38000000	chr10:40000000-41000000	chr10:53000000-54000000		0.007356441579759121	False	0.005370911210775375	0.007356441579759121	False		0.007356441579759121	False	cis
(1968, 1981, 1984)	1	0.9948211	False	0	0.0	0	chr12:18000000-19000000	chr12:31000000-32000000	chr12:34000000-35000000	0.004340645857155323	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1705, 1717, 1719)	1	0.99482024	False	1	0.3333333333333333	0	chr10:25000000-26000000	chr10:37000000-38000000	chr10:39000000-40000000	0.009725361131131649	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2326, 2753, 2847)	1	0.9948126	False	1	0.3333333333333333	0	chr15:19000000-20000000	chr20:29000000-30000000	chr22:11000000-12000000		0.0012353004098129756	False		0.0012353004098129756	False	0.0203405749052763	0.0012353004098129756	True	trans
(1866, 1867, 1871)	1	0.9948059	False	0	0.0	0	chr11:52000000-53000000	chr11:53000000-54000000	chr11:57000000-58000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(121, 124, 2722)	1	0.9948053	False	1	0.3333333333333333	0	chr1:121000000-122000000	chr1:124000000-125000000	chr19:57000000-58000000		0.007356441579759121	False	0.0017443721881136298	0.0012353004098129756	True		0.0012353004098129756	False	trans
(1720, 1738, 1739)	0	0.99480456	False	1	0.3333333333333333	0	chr10:40000000-41000000	chr10:58000000-59000000	chr10:59000000-60000000		0.007356441579759121	False		0.007356441579759121	False	0.14097677171230316	0.007356441579759121	True	cis
(566, 568, 582)	1	0.99478406	False	1	0.3333333333333333	0	chr3:74000000-75000000	chr3:76000000-77000000	chr3:90000000-91000000	0.04142981022596359	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1124, 1125, 1130)	1	0.9947743	False	1	0.3333333333333333	0	chr6:60000000-61000000	chr6:61000000-62000000	chr6:66000000-67000000		0.007356441579759121	False		0.007356441579759121	False	0.019995013251900673	0.007356441579759121	True	cis
(1122, 1123, 1239)	1	0.9947732	False	0	0.0	0	chr6:58000000-59000000	chr6:59000000-60000000	chr7:4000000-5000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(2417, 2442, 2448)	0	0.99477226	False	1	0.3333333333333333	0	chr16:8000000-9000000	chr16:33000000-34000000	chr16:39000000-40000000	0.011417311616241932	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2415, 2416, 2446)	1	0.9947661	False	1	0.3333333333333333	0	chr16:6000000-7000000	chr16:7000000-8000000	chr16:37000000-38000000	0.15739694237709045	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2943, 2946, 2949)	1	0.9947654	False	0	0.0	0	chrX:56000000-57000000	chrX:59000000-60000000	chrX:62000000-63000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2325, 2752, 2753)	1	0.9947631	False	1	0.3333333333333333	0	chr15:18000000-19000000	chr20:28000000-29000000	chr20:29000000-30000000		0.0012353004098129756	False		0.0012353004098129756	False	0.05052272602915764	0.007356441579759121	True	trans
(324, 338, 339)	1	0.9947584	False	0	0.0	0	chr2:75000000-76000000	chr2:89000000-90000000	chr2:90000000-91000000	0.0029383504297584295	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2325, 2326, 2328)	1	0.9947574	False	0	0.0	0	chr15:18000000-19000000	chr15:19000000-20000000	chr15:21000000-22000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1970, 1983, 1984)	1	0.9947482	False	1	0.3333333333333333	0	chr12:20000000-21000000	chr12:33000000-34000000	chr12:34000000-35000000	0.01875068061053753	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1984, 1993, 1995)	1	0.9947471	False	1	0.3333333333333333	0	chr12:34000000-35000000	chr12:43000000-44000000	chr12:45000000-46000000		0.007356441579759121	False		0.007356441579759121	False	0.031181063503026962	0.007356441579759121	True	cis
(122, 124, 2717)	1	0.9947466	False	1	0.3333333333333333	0	chr1:122000000-123000000	chr1:124000000-125000000	chr19:52000000-53000000		0.007356441579759121	False	0.00346323917619884	0.0012353004098129756	True		0.0012353004098129756	False	trans
(1985, 1988, 1991)	1	0.99472886	False	1	0.3333333333333333	0	chr12:35000000-36000000	chr12:38000000-39000000	chr12:41000000-42000000		0.007356441579759121	False		0.007356441579759121	False	0.01833396404981613	0.007356441579759121	True	cis
(1987, 2010, 2011)	1	0.9947202	False	1	0.3333333333333333	0	chr12:37000000-38000000	chr12:60000000-61000000	chr12:61000000-62000000		0.007356441579759121	False		0.007356441579759121	False	0.175493523478508	0.007356441579759121	True	cis
(1721, 2523, 2526)	1	0.9946972	False	0	0.0	0	chr10:41000000-42000000	chr17:23000000-24000000	chr17:26000000-27000000		0.0012353004098129756	False		0.0012353004098129756	False		0.007356441579759121	False	trans
(1967, 1983, 1984)	1	0.9946972	False	1	0.3333333333333333	0	chr12:17000000-18000000	chr12:33000000-34000000	chr12:34000000-35000000	0.016429688781499863	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1986, 1991, 1993)	0	0.99469477	False	1	0.3333333333333333	0	chr12:36000000-37000000	chr12:41000000-42000000	chr12:43000000-44000000		0.007356441579759121	False		0.007356441579759121	False	0.06816139072179794	0.007356441579759121	True	cis
(689, 690, 1887)	1	0.99469006	False	0	0.0	0	chr3:197000000-198000000	chr3:198000000-199000000	chr11:73000000-74000000		0.007356441579759121	False	0.0008303578943014145	0.0012353004098129756	False		0.0012353004098129756	False	trans
(566, 577, 582)	1	0.99468744	False	1	0.3333333333333333	0	chr3:74000000-75000000	chr3:85000000-86000000	chr3:90000000-91000000	0.010152977891266346	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(339, 364, 365)	1	0.99468213	False	1	0.3333333333333333	0	chr2:90000000-91000000	chr2:115000000-116000000	chr2:116000000-117000000		0.007356441579759121	False		0.007356441579759121	False	0.14991970360279083	0.007356441579759121	True	cis
(1538, 1539, 2198)	1	0.9946779	False	1	0.3333333333333333	0	chr8:143000000-144000000	chr8:144000000-145000000	chr13:114000000-115000000	0.1308005452156067	0.007356441579759121	True		0.0012353004098129756	False		0.0012353004098129756	False	trans
(339, 356, 357)	1	0.99467355	False	1	0.3333333333333333	0	chr2:90000000-91000000	chr2:107000000-108000000	chr2:108000000-109000000		0.007356441579759121	False		0.007356441579759121	False	0.06264965236186981	0.007356441579759121	True	cis
(1973, 1978, 1984)	1	0.99466467	False	1	0.3333333333333333	0	chr12:23000000-24000000	chr12:28000000-29000000	chr12:34000000-35000000	0.01457181479781866	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1983, 1984, 1985)	1	0.99466264	False	0	0.0	0	chr12:33000000-34000000	chr12:34000000-35000000	chr12:35000000-36000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2690, 2802, 2811)	0	0.99465984	False	1	0.3333333333333333	0	chr19:25000000-26000000	chr21:13000000-14000000	chr21:22000000-23000000		0.0012353004098129756	False		0.0012353004098129756	False	0.01328357309103012	0.007356441579759121	True	trans
(2738, 2750, 2780)	0	0.99464345	False	0	0.0	0	chr20:14000000-15000000	chr20:26000000-27000000	chr20:56000000-57000000		0.007356441579759121	False	0.0028285037260502577	0.007356441579759121	False		0.007356441579759121	False	cis
(2326, 2329, 2403)	0	0.9946414	False	0	0.0	0	chr15:19000000-20000000	chr15:22000000-23000000	chr15:96000000-97000000		0.007356441579759121	False		0.007356441579759121	False	0.0017648962093517184	0.007356441579759121	False	cis
(2750, 2752, 2754)	1	0.9946384	False	1	0.3333333333333333	0	chr20:26000000-27000000	chr20:28000000-29000000	chr20:30000000-31000000		0.007356441579759121	False		0.007356441579759121	False	0.04527143016457558	0.007356441579759121	True	cis
(1434, 1435, 1439)	1	0.99463826	False	1	0.3333333333333333	0	chr8:39000000-40000000	chr8:40000000-41000000	chr8:44000000-45000000	0.0973212867975235	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1978, 1984, 1989)	1	0.99463284	False	0	0.0	0	chr12:28000000-29000000	chr12:34000000-35000000	chr12:39000000-40000000		0.007356441579759121	False	0.007152578793466091	0.007356441579759121	False		0.007356441579759121	False	cis
(1687, 1688, 1985)	0	0.99462223	False	1	0.3333333333333333	0	chr10:7000000-8000000	chr10:8000000-9000000	chr12:35000000-36000000	0.1044246032834053	0.007356441579759121	True		0.0012353004098129756	False		0.0012353004098129756	False	trans
(341, 343, 349)	1	0.9946203	False	1	0.3333333333333333	0	chr2:92000000-93000000	chr2:94000000-95000000	chr2:100000000-101000000		0.007356441579759121	False		0.007356441579759121	False	0.008122828789055347	0.007356441579759121	True	cis
(689, 690, 1679)	1	0.99460477	False	0	0.0	0	chr3:197000000-198000000	chr3:198000000-199000000	chr9:138000000-139000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(1083, 1084, 1124)	1	0.99459606	False	1	0.3333333333333333	0	chr6:19000000-20000000	chr6:20000000-21000000	chr6:60000000-61000000	0.05308292433619499	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1978, 1980, 1984)	1	0.9945958	False	1	0.3333333333333333	0	chr12:28000000-29000000	chr12:30000000-31000000	chr12:34000000-35000000	0.04300369322299957	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1087, 1122, 1124)	1	0.9945899	False	0	0.0	0	chr6:23000000-24000000	chr6:58000000-59000000	chr6:60000000-61000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(566, 567, 583)	1	0.9945756	False	1	0.3333333333333333	0	chr3:74000000-75000000	chr3:75000000-76000000	chr3:91000000-92000000	0.08588119596242905	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1946, 1947, 1949)	1	0.99456894	False	1	0.3333333333333333	0	chr11:132000000-133000000	chr11:133000000-134000000	chr11:135000000-136000000	0.1233694925904274	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1292, 1296, 2418)	0	0.99455464	False	0	0.0	0	chr7:57000000-58000000	chr7:61000000-62000000	chr16:9000000-10000000		0.007356441579759121	False	0.00015151385741773993	0.0012353004098129756	False		0.0012353004098129756	False	trans
(122, 123, 2447)	1	0.9945478	False	0	0.0	0	chr1:122000000-123000000	chr1:123000000-124000000	chr16:38000000-39000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(339, 343, 349)	1	0.994547	False	1	0.3333333333333333	0	chr2:90000000-91000000	chr2:94000000-95000000	chr2:100000000-101000000		0.007356441579759121	False		0.007356441579759121	False	0.008122828789055347	0.007356441579759121	True	cis
(122, 123, 2703)	1	0.99454224	False	0	0.0	0	chr1:122000000-123000000	chr1:123000000-124000000	chr19:38000000-39000000		0.007356441579759121	False	0.0006373592186719179	0.0012353004098129756	False		0.0012353004098129756	False	trans
(566, 568, 583)	1	0.99454015	False	1	0.3333333333333333	0	chr3:74000000-75000000	chr3:76000000-77000000	chr3:91000000-92000000	0.04142981022596359	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2599, 2600, 2605)	1	0.99453837	False	0	0.0	0	chr18:15000000-16000000	chr18:16000000-17000000	chr18:21000000-22000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1691, 1706, 1720)	0	0.994532	False	0	0.0	0	chr10:11000000-12000000	chr10:26000000-27000000	chr10:40000000-41000000	0.00668701296672225	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1965, 1979, 1986)	0	0.99452025	False	1	0.3333333333333333	0	chr12:15000000-16000000	chr12:29000000-30000000	chr12:36000000-37000000	0.008161296136677265	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(122, 123, 2119)	0	0.99451375	False	0	0.0	0	chr1:122000000-123000000	chr1:123000000-124000000	chr13:35000000-36000000		0.007356441579759121	False	0.00019316673569846898	0.0012353004098129756	False		0.0012353004098129756	False	trans
(2417, 2418, 2445)	0	0.9945094	False	1	0.3333333333333333	0	chr16:8000000-9000000	chr16:9000000-10000000	chr16:36000000-37000000	0.10313796997070312	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(301, 340, 341)	0	0.9945069	False	0	0.0	0	chr2:52000000-53000000	chr2:91000000-92000000	chr2:92000000-93000000	0.004434924107044935	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(123, 146, 1122)	0	0.99450594	False	0	0.0	0	chr1:123000000-124000000	chr1:146000000-147000000	chr6:58000000-59000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(1582, 1585, 1604)	1	0.99449664	False	1	0.3333333333333333	0	chr9:41000000-42000000	chr9:44000000-45000000	chr9:63000000-64000000		0.007356441579759121	False	0.04550989717245102	0.007356441579759121	True		0.007356441579759121	False	cis
(1434, 1436, 1439)	1	0.99449265	False	1	0.3333333333333333	0	chr8:39000000-40000000	chr8:41000000-42000000	chr8:44000000-45000000	0.0318722240626812	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(700, 740, 741)	1	0.9944922	False	0	0.0	0	chr4:9000000-10000000	chr4:49000000-50000000	chr4:50000000-51000000	0.002840776462107897	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(323, 339, 340)	1	0.99449027	False	0	0.0	0	chr2:74000000-75000000	chr2:90000000-91000000	chr2:91000000-92000000		0.007356441579759121	False	0.0017295312136411667	0.007356441579759121	False		0.007356441579759121	False	cis
(1120, 1124, 1130)	1	0.99448276	False	0	0.0	0	chr6:56000000-57000000	chr6:60000000-61000000	chr6:66000000-67000000		0.007356441579759121	False	0.004504252225160599	0.007356441579759121	False		0.007356441579759121	False	cis
(1412, 1438, 1439)	1	0.9944718	False	0	0.0	0	chr8:17000000-18000000	chr8:43000000-44000000	chr8:44000000-45000000	0.006264509167522192	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1969, 1983, 1984)	1	0.994468	False	1	0.3333333333333333	0	chr12:19000000-20000000	chr12:33000000-34000000	chr12:34000000-35000000	0.014642522670328617	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(144, 149, 150)	1	0.99446315	False	1	0.3333333333333333	0	chr1:144000000-145000000	chr1:149000000-150000000	chr1:150000000-151000000		0.007356441579759121	False		0.007356441579759121	False	0.09607904404401779	0.007356441579759121	True	cis
(740, 741, 1438)	1	0.994457	False	1	0.3333333333333333	0	chr4:49000000-50000000	chr4:50000000-51000000	chr8:43000000-44000000		0.007356441579759121	False	0.004493556451052427	0.0012353004098129756	True		0.0012353004098129756	False	trans
(2724, 2750, 2767)	0	0.9944534	False	0	0.0	0	chr20:0-1000000	chr20:26000000-27000000	chr20:43000000-44000000		0.007356441579759121	False	0.0008650639210827649	0.007356441579759121	False		0.007356441579759121	False	cis
(121, 123, 2718)	1	0.9944366	False	1	0.3333333333333333	0	chr1:121000000-122000000	chr1:123000000-124000000	chr19:53000000-54000000		0.007356441579759121	False	0.002551721641793847	0.0012353004098129756	True		0.0012353004098129756	False	trans
(2326, 2327, 2334)	1	0.99443036	False	1	0.3333333333333333	0	chr15:19000000-20000000	chr15:20000000-21000000	chr15:27000000-28000000		0.007356441579759121	False		0.007356441579759121	False	0.021705109626054764	0.007356441579759121	True	cis
(121, 2945, 2948)	1	0.99442863	False	1	0.3333333333333333	0	chr1:121000000-122000000	chrX:58000000-59000000	chrX:61000000-62000000	0.02012072317302227	0.0012353004098129756	True		0.0012353004098129756	False		0.007356441579759121	False	trans
(740, 1718, 1721)	1	0.99442816	False	1	0.3333333333333333	0	chr4:49000000-50000000	chr10:38000000-39000000	chr10:41000000-42000000	0.011348075233399868	0.0012353004098129756	True		0.0012353004098129756	False		0.007356441579759121	False	trans
(2943, 2944, 2948)	1	0.99442273	False	1	0.3333333333333333	0	chrX:56000000-57000000	chrX:57000000-58000000	chrX:61000000-62000000	0.11397644877433777	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1585, 1603, 1609)	0	0.9944172	False	1	0.3333333333333333	0	chr9:44000000-45000000	chr9:62000000-63000000	chr9:68000000-69000000		0.007356441579759121	False		0.007356441579759121	False	0.026424739509820938	0.007356441579759121	True	cis
(928, 929, 933)	1	0.9944148	False	0	0.0	0	chr5:46000000-47000000	chr5:47000000-48000000	chr5:51000000-52000000		0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2415, 2445, 2780)	0	0.99441355	False	0	0.0	0	chr16:6000000-7000000	chr16:36000000-37000000	chr20:56000000-57000000		0.007356441579759121	False	0.00048248557141050696	0.0012353004098129756	False		0.0012353004098129756	False	trans
(123, 124, 2717)	1	0.994408	False	0	0.0	0	chr1:123000000-124000000	chr1:124000000-125000000	chr19:52000000-53000000		0.007356441579759121	False		0.0012353004098129756	False		0.0012353004098129756	False	trans
(2443, 2444, 2450)	0	0.99439985	False	1	0.3333333333333333	0	chr16:34000000-35000000	chr16:35000000-36000000	chr16:41000000-42000000	0.05088101327419281	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2445, 2753, 2847)	1	0.99439776	False	1	0.3333333333333333	0	chr16:36000000-37000000	chr20:29000000-30000000	chr22:11000000-12000000		0.0012353004098129756	False		0.0012353004098129756	False	0.0203405749052763	0.0012353004098129756	True	trans
(1984, 2015, 2016)	1	0.994395	False	1	0.3333333333333333	0	chr12:34000000-35000000	chr12:65000000-66000000	chr12:66000000-67000000		0.007356441579759121	False		0.007356441579759121	False	0.1476728767156601	0.007356441579759121	True	cis
(1968, 1985, 2012)	0	0.9943843	False	0	0.0	0	chr12:18000000-19000000	chr12:35000000-36000000	chr12:62000000-63000000		0.007356441579759121	False	0.0025029913522303104	0.007356441579759121	False		0.007356441579759121	False	cis
(122, 123, 2685)	1	0.9943737	False	1	0.3333333333333333	0	chr1:122000000-123000000	chr1:123000000-124000000	chr19:20000000-21000000		0.007356441579759121	False	0.006264400668442249	0.0012353004098129756	True		0.0012353004098129756	False	trans
(1423, 1434, 1440)	0	0.99437356	False	0	0.0	0	chr8:28000000-29000000	chr8:39000000-40000000	chr8:45000000-46000000	0.003720691194757819	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(1073, 1124, 1126)	1	0.99436647	False	0	0.0	0	chr6:9000000-10000000	chr6:60000000-61000000	chr6:62000000-63000000		0.007356441579759121	False	0.0029728556983172894	0.007356441579759121	False		0.007356441579759121	False	cis
(121, 124, 2718)	1	0.9943645	False	1	0.3333333333333333	0	chr1:121000000-122000000	chr1:124000000-125000000	chr19:53000000-54000000		0.007356441579759121	False	0.002551721641793847	0.0012353004098129756	True		0.0012353004098129756	False	trans
(1987, 1989, 1991)	1	0.99436235	False	1	0.3333333333333333	0	chr12:37000000-38000000	chr12:39000000-40000000	chr12:41000000-42000000		0.007356441579759121	False		0.007356441579759121	False	0.027259087190032005	0.007356441579759121	True	cis
(1566, 1582, 1602)	1	0.99436074	False	0	0.0	0	chr9:25000000-26000000	chr9:41000000-42000000	chr9:61000000-62000000	0.00440169358626008	0.007356441579759121	False		0.007356441579759121	False		0.007356441579759121	False	cis
(2689, 2696, 2753)	0	0.99435955	False	0	0.0	0	chr19:24000000-25000000	chr19:31000000-32000000	chr20:29000000-30000000		0.007356441579759121	False		0.0012353004098129756	False	0.0012285902630537748	0.0012353004098129756	False	trans
(1719, 1738, 1739)	1	0.9943567	False	1	0.3333333333333333	0	chr10:39000000-40000000	chr10:58000000-59000000	chr10:59000000-60000000		0.007356441579759121	False		0.007356441579759121	False	0.14097677171230316	0.007356441579759121	True	cis
(566, 569, 583)	1	0.99434245	False	1	0.3333333333333333	0	chr3:74000000-75000000	chr3:77000000-78000000	chr3:91000000-92000000	0.02562733367085457	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1966, 1982, 1984)	1	0.9943423	False	1	0.3333333333333333	0	chr12:16000000-17000000	chr12:32000000-33000000	chr12:34000000-35000000	0.008729035034775734	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(339, 356, 364)	1	0.9943252	False	1	0.3333333333333333	0	chr2:90000000-91000000	chr2:107000000-108000000	chr2:115000000-116000000		0.007356441579759121	False		0.007356441579759121	False	0.0202180165797472	0.007356441579759121	True	cis
(2948, 2950, 2951)	1	0.9943176	False	1	0.3333333333333333	0	chrX:61000000-62000000	chrX:63000000-64000000	chrX:64000000-65000000		0.007356441579759121	False		0.007356441579759121	False	0.12926508486270905	0.007356441579759121	True	cis
(1855, 1856, 1864)	1	0.9943145	False	1	0.3333333333333333	0	chr11:41000000-42000000	chr11:42000000-43000000	chr11:50000000-51000000	0.1506044864654541	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1124, 1126, 1131)	1	0.9943036	False	1	0.3333333333333333	0	chr6:60000000-61000000	chr6:62000000-63000000	chr6:67000000-68000000		0.007356441579759121	False		0.007356441579759121	False	0.017611196264624596	0.007356441579759121	True	cis
(325, 339, 365)	1	0.9943031	False	0	0.0	0	chr2:76000000-77000000	chr2:90000000-91000000	chr2:116000000-117000000		0.007356441579759121	False	0.0045186663046479225	0.007356441579759121	False		0.007356441579759121	False	cis
(1944, 1946, 1949)	1	0.99429107	False	1	0.3333333333333333	0	chr11:130000000-131000000	chr11:132000000-133000000	chr11:135000000-136000000	0.029879644513130188	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(2, 3, 144)	1	0.99427325	False	1	0.3333333333333333	0	chr1:2000000-3000000	chr1:3000000-4000000	chr1:144000000-145000000	0.1362013965845108	0.007356441579759121	True		0.007356441579759121	False		0.007356441579759121	False	cis
(1967, 1987, 2011)	1	0.9942731	False	0	0.0	0	chr12:17000000-18000000	chr12:37000000-38000000	chr12:61000000-62000000		0.007356441579759121	False	0.006304860580712557	0.007356441579759121	False		0.007356441579759121	False	cis
(733, 741, 1438)	0	0.9942721	False	0	0.0	0	chr4:42000000-43000000	chr4:50000000-51000000	chr8:43000000-44000000		0.007356441579759121	False	0.0001627601304790005	0.0012353004098129756	False		0.0012353004098129756	False	trans
